"Word","Token","Frequency"
"diet","3083252","9"
"dieter","-1331958879","5"
"dieterle","-112225062","2"
"dieting","1658951534","2"
"dietrich","-111846704","19"
"diferent","-97073859","1"
"diff","3083269","1"
"differ","-1331942542","15"
"differed","-96525423","3"
"difference","1728361789","148"
"differences","2039608022","50"
"different","1302679609","922"
"differentiate","1574027586","5"
"differentiated","1550215010","3"
"differentiates","1550215025","1"
"differentiating","812029311","1"
"differently","2039624582","29"
"differing","1302683440","2"
"differs","1659454273","8"
"difficult","1305942142","287"
"difficulties","1508689305","32"
"difficulty","1829500859","29"
"difficut","-96420162","1"
"diffidence","1829949099","1"
"diffident","1305956619","2"
"diffusing","1317489567","1"
"diffusional","-907838800","1"
"dig","99458","62"
"digart","-1331917151","2"
"diger","95582383","3"
"digest","-1331913276","10"
"digested","-68400797","6"
"digestible","-1308535786","2"
"digesting","-2120420450","2"
"digestion","-2120420412","1"
"digestive","-2120420204","3"
"digga","95582428","1"
"digged","-1331911804","1"
"digger","-1331911790","17"
"diggers","1660407585","2"
"digging","1660411293","14"
"diggler","1660413908","2"
"diggs","95582446","2"
"dighton","1660451693","1"
"digi","3083303","1"
"digicorp","-65187759","11"
"digicorps","-2020820414","2"
"digicron","-65184971","1"
"digit","95582509","1"
"digital","1660481048","56"
"digitally","-2005543515","6"
"digitized","-2005291971","1"
"digits","-1331909402","1"
"dignified","-1872410657","9"
"dignify","1660619600","1"
"dignitary","-1872000847","2"
"dignity","1660620034","42"
"digress","1660735317","12"
"digressing","1237650541","1"
"digression","1237650579","2"
"digressions","-287537600","2"
"digs","3083313","13"
"digusted","-53624461","1"
"dil","99463","11"
"dilapidated","574347811","7"
"dilated","1664860441","1"
"dilatory","71076284","1"
"dilbert","1664876236","1"
"dildar","-1331765842","2"
"dildo","95587154","3"
"dildos","-1331765407","1"
"dilemma","1664973123","20"
"dilemmas","74559376","8"
"dilettante","-1156016100","3"
"diligent","78067430","1"
"diligently","2008359667","4"
"dilip","95587310","1"
"dillemma","80786049","1"
"diller","-1331758030","2"
"dillinger","-1786881430","24"
"dillion","1665177891","1"
"dillman","1665181301","6"
"dillon","-1331757724","14"
"dilly","95587412","5"
"dilute","-1331748929","2"
"diluted","1665456261","12"
"dilutes","1665456276","1"
"diluting","89540796","1"
"dim","99464","23"
"dimaggio","99310175","6"
"dimanche","99514827","1"
"dimas","95588026","1"
"dime","3083485","15"
"dimension","-1095013018","35"
"dimensional","-40519663","83"
"dimensionally","-284687010","3"
"dimensions","414334925","8"
"dimentional","-11890512","1"
"diminish","106909105","7"
"diminished","-339561968","6"
"diminishes","-339561953","6"
"diminishing","-1936482159","5"
"diminution","-328448644","1"
"diminutive","-328448436","8"
"dimitri","1666022698","6"
"dimly","95588373","5"
"dimmed","-1331727292","1"
"dimmsdale","-861816860","1"
"dimpled","1666223139","1"
"dimwit","-1331717542","3"
"dimwitted","-584265863","5"
"din","99465","26"
"dina","3083512","1"
"dinaggioi","-328848085","1"
"dinah","95588976","2"
"dine","3083516","3"
"diner","95589110","15"
"diners","-1331704771","1"
"dines","95589111","1"
"ding","3083518","5"
"dingbat","1666868823","1"
"dinged","-1331703267","1"
"dingiest","133538427","1"
"dingle","-1331703049","2"
"dingman","1666879388","2"
"dingo","95589169","10"
"dingoes","1666881439","1"
"dingos","-1331702942","5"
"dingy","95589179","5"
"dinheiro","134346592","1"
"dini","3083520","4"
"dining","-1331701063","6"
"dinner","-1331696526","69"
"dinnerladies","139896282","2"
"dinners","1667080769","2"
"dino","3083526","13"
"dinocrap","140759780","2"
"dinocroc","140760201","10"
"dinosaur","141220721","46"
"dinosaurs","82875170","46"
"dinotopia","84210663","3"
"dins","3083530","1"
"dinsey","-1331691714","1"
"dint","3083531","3"
"diologue","166965898","1"
"diomede","1667974051","1"
"dion","3083556","1"
"dionna","-1331666473","2"
"dionne","-1331666469","1"
"dions","95590351","1"
"dip","99467","6"
"dipasquale","-2060573415","1"
"diploma","1668877666","2"
"diplomacy","1768638808","4"
"diplomas","195600209","2"
"diplomat","195600210","4"
"diplomatic","-1006755860","6"
"dipped","-1331635036","2"
"dipping","1668991101","7"
"dippy","95591380","1"
"dips","3083592","4"
"dir","99469","16"
"dire","3083640","58"
"direct","-1331586071","145"
"directed","246043208","466"
"directer","246043222","8"
"directing","-962590887","286"
"direction","-962590849","573"
"directional","-1631834134","2"
"directionless","-529215080","3"
"directions","224454868","36"
"directive","-962590641","1"
"directives","224461316","1"
"directly","246043446","82"
"directness","224594368","1"
"director","246043532","1808"
"directorial","-1626208440","46"
"directors","-962584985","280"
"directorship","1127450568","2"
"directory","-962584979","2"
"directs","1670504874","35"
"directv","1670504877","3"
"direly","-1331585787","1"
"direst","-1331585575","1"
"dirk","3083646","6"
"dirks","95593141","4"
"dirs","3083654","1"
"dirt","3083655","25"
"dirtbag","1670950177","1"
"dirtier","1670957039","1"
"dirties","1670957040","1"
"dirtiest","260060804","2"
"dirtmaster","921155241","1"
"dirty","95593426","129"
"dis","99470","6"
"disabilities","856202874","3"
"disability","-1621453604","12"
"disable","1671308008","3"
"disabled","270940796","17"
"disablement","1354073158","1"
"disabling","-190765659","1"
"disabuse","270949880","1"
"disadvantage","-1610808483","2"
"disadvantages","1604544694","2"
"disagree","271095518","55"
"disagreeable","173247800","2"
"disagreed","-185973434","2"
"disagreeing","1668164676","2"
"disagreement","173608252","6"
"disagreements","1086888631","3"
"disagrees","-185973419","3"
"disallows","-181524392","1"
"disant","-1331559783","2"
"disapears","-178052454","1"
"disapointed","983848252","3"
"disappear","-177721437","37"
"disappearance","-1595971726","18"
"disappearances","2064484161","6"
"disappeared","1008394114","40"
"disappearing","1195450719","11"
"disappears","-1214397136","28"
"disappoint","-1214091661","43"
"disappointed","1489021522","362"
"disappointing","-1084968817","167"
"disappointingly","1022023260","7"
"disappointment","725815889","171"
"disappointments","1025456194","4"
"disappoints","1017864288","13"
"disapproval","1020820689","1"
"disapprove","-1213996289","1"
"disapproves","1020820820","1"
"disapproving","1580678140","6"
"disarmament","-1600802063","3"
"disarmed","271418413","2"
"disarming","-175959532","2"
"disarmingly","-1593382239","1"
"disarms","1671323429","2"
"disarray","271423115","4"
"disase","-1331559643","1"
"disassembled","507066372","1"
"disassociate","784321104","1"
"disassociative","2113311747","1"
"disaster","271454945","137"
"disasters","-174831182","14"
"disastrous","-1124414769","24"
"disastrously","1769169052","4"
"disavow","1671327339","1"
"disavowed","-172192694","2"
"disbarred","-162872916","1"
"disbelief","-159366225","69"
"disbelieve","-645385082","3"
"disbelieving","-1739765821","3"
"disburses","-144401520","1"
"disc","3083669","53"
"discard","1671366814","3"
"discardable","-172286216","1"
"discarded","-134257219","15"
"discards","272763797","2"
"discern","1671370668","7"
"discernable","-908003578","2"
"discernible","-907765250","17"
"discerning","247812278","8"
"discernment","-907643126","2"
"discharge","-128285502","1"
"discharged","318116834","2"
"disciples","-126920930","7"
"discipleship","-1530101839","1"
"disciplinarian","1851616784","1"
"discipline","360422256","16"
"disciplined","-1711811852","4"
"disciplining","-1526555603","1"
"disclaimer","432371099","13"
"disclamer","-124596272","1"
"disclose","273089066","5"
"disclosed","-124173446","4"
"discloses","-124173431","4"
"disclosing","445594727","3"
"disclosure","445606381","2"
"disclosures","928896038","1"
"disco","95593850","17"
"discolored","528600820","1"
"discombobulation","-474253860","1"
"discomfiting","1801231908","1"
"discomfort","529253758","7"
"discomforting","173865380","2"
"disconcert","530078296","1"
"disconcerted","-1695862537","1"
"disconcerting","-1032126838","8"
"disconnect","530405532","2"
"disconnected","-1381388741","10"
"discontents","-731745880","1"
"discontinued","-1205591089","1"
"discontinuities","-1243328356","1"
"discontinuity","1281386366","1"
"discontinuous","1281392157","1"
"discordant","533798203","1"
"discount","273184065","11"
"discounting","-536441087","1"
"discourage","536985608","4"
"discouraged","-533315236","4"
"discouragement","-909799066","1"
"discourages","-533315221","4"
"discouraging","647101125","1"
"discourse","-121224663","4"
"discover","273184745","111"
"discovered","537538120","99"
"discoveries","-516183474","5"
"discovering","-516183207","22"
"discovers","-121207382","94"
"discovery","-121207376","36"
"discredit","-118944505","7"
"discredited","1658450918","3"
"discredits","607687756","1"
"discreet","273257783","4"
"discreetly","607727876","1"
"discrepancies","-2131018199","4"
"discrepancy","1669289035","3"
"discrete","273258233","3"
"discretion","608164252","2"
"discriminates","-1888271001","1"
"discriminating","1593144905","2"
"discrimination","1593144943","8"
"discs","95593854","8"
"discursive","706027895","1"
"discuss","1671386080","40"
"discussed","-115742593","26"
"discusses","-115742578","7"
"discussing","706951170","21"
"discussion","706951208","53"
"discussions","440651083","16"
"disdain","1671396336","16"
"disdains","273678979","1"
"disease","1671426428","43"
"diseased","274611816","1"
"diseases","274611831","5"
"disembodied","630664935","1"
"disemboweled","-1906788902","2"
"disembowelment","1527143385","2"
"disenchanted","503079402","2"
"disenchantment","-1871756311","1"
"disenfranchised","129690974","4"
"disengaged","-2025033515","1"
"disfigured","-1280069198","15"
"disfigurement","473512272","2"
"disfunction","1216514662","1"
"disgrace","276947946","25"
"disgraced","-4548166","3"
"disgraceful","-75814573","11"
"disgruntled","507379305","13"
"disguise","277045503","23"
"disguised","-1523899","24"
"disguises","-1523884","6"
"disguising","-47236612","1"
"disgust","1671505245","23"
"disgusted","-1225028","26"
"disgusting","-37971611","94"
"disgustingly","-2130976334","4"
"disgusts","277055158","3"
"dish","3083674","22"
"disharmoniously","-700215822","1"
"disharmony","275822776","1"
"disheartening","-1456810719","2"
"dished","-1331553351","1"
"dishes","-1331553336","5"
"disheveled","393791953","3"
"dishing","1671523336","2"
"dishonest","21700077","5"
"dishonesty","672702508","2"
"dishonor","277794972","1"
"dishonorable","-1788168202","4"
"dishonored","672998971","1"
"dishwasher","890135974","1"
"dishwashers","1824411533","3"
"dishwater","28714941","4"
"dishy","95594015","1"
"disillusion","-1583252177","4"
"disillusioned","-1086916082","11"
"disillusionment","-849059059","9"
"disinfecting","146867935","1"
"disinformation","-125555746","1"
"disingenuous","1044566133","7"
"disinherit","1526034605","1"
"disintegrate","-309355421","1"
"disintegrated","-1000083359","1"
"disintegrates","-1000083344","3"
"disintegrating","-937808800","3"
"disintegration","-937808762","3"
"disinterest","405978552","3"
"disinterested","-696632233","12"
"disjointed","-1851606437","54"
"disk","3083677","7"
"dislikable","-246931302","1"
"dislike","1671642405","47"
"dislikeable","938719231","1"
"disliked","281307103","36"
"dislikes","281307118","4"
"disliking","130589858","2"
"disloyalty","-62217224","1"
"dismal","-1331548662","21"
"dismally","281993495","3"
"dismals","1671664553","1"
"dismantling","-23457826","2"
"dismay","-1331548649","8"
"dismayed","282005750","5"
"dismember","155577512","2"
"dismembered","-813863097","4"
"dismembering","540052026","3"
"dismemberment","-438145530","5"
"dismemberments","-697609427","1"
"dismembers","527935691","1"
"dismiss","1671672458","15"
"dismissably","-1371475208","1"
"dismissal","159466549","4"
"dismissed","159466665","9"
"dismisses","159466680","4"
"dismissing","648503576","2"
"dismissive","648503822","3"
"disnefluff","1409287626","1"
"disney","-1331547564","319"
"disneyesque","1275684223","1"
"disneyfication","-1217934007","2"
"disneyland","1426815551","6"
"disneylike","1426823147","1"
"disneynature","1132634107","2"
"disobedience","1837121396","2"
"disobedient","-217832670","1"
"disobey","1671724885","2"
"disobeying","-2084610963","2"
"disobeys","283863998","2"
"disorder","284339072","19"
"disordered","-1628055521","2"
"disorderly","-1628055283","1"
"disorders","224576755","7"
"disorganised","1351177228","1"
"disorganized","1351183955","3"
"disorientated","1687126245","1"
"disorientation","761310338","1"
"disoriented","1212927538","2"
"disorienting","-1053947729","4"
"disowned","284497623","3"
"disowns","1671745339","1"
"disparagement","1189030442","1"
"disparaging","1006826633","3"
"disparate","237919327","7"
"disparities","1014601817","1"
"disparity","237927035","2"
"dispassionate","1793557481","5"
"dispassionately","1326857014","1"
"dispatch","284771450","6"
"dispatched","-1212540263","1"
"dispatcher","-1212540249","1"
"dispatches","-1212540248","5"
"dispatching","1065961768","3"
"dispel","-1331545655","3"
"dispelled","241444770","3"
"dispels","1671757770","1"
"dispensationalism","-1949399893","1"
"dispensationalists","-301854207","1"
"dispense","284885341","3"
"dispensed","241511079","3"
"dispenses","241511094","2"
"dispensing","-1103086886","3"
"dispersed","241630243","3"
"disperses","241630258","1"
"dispised","285008875","1"
"displaced","247573067","6"
"displacement","990760471","2"
"display","1671764162","89"
"displayed","247594209","38"
"displaying","-914509856","19"
"displays","285081585","42"
"displeased","-911521428","3"
"displeasure","1807622715","10"
"disposability","-1037162652","1"
"disposable","-812720800","7"
"disposal","285187505","9"
"dispose","1671767583","7"
"disposed","285187621","5"
"disposes","285187636","2"
"disposing","250885916","4"
"disposition","583380919","6"
"dispossessed","1177679575","1"
"disproportionally","1621317280","1"
"disproportionately","-1278540553","2"
"disprovable","-1152159023","1"
"disprove","285273678","3"
"disproved","253549526","1"
"disproven","253549536","2"
"disputable","-640022373","1"
"dispute","1671773380","7"
"disputed","285367328","3"
"disputes","285367343","2"
"disqualified","-2050118706","1"
"disqualify","230268671","1"
"disquieting","-1228706884","1"
"disregard","298543949","26"
"disregarded","-862070612","5"
"disregarding","-954380939","2"
"disregards","664927942","3"
"disrepair","298811803","1"
"disreputable","-982448504","1"
"disrespect","676444536","10"
"disrespected","1523140631","1"
"disrespectful","-27279099","12"
"disrespectfully","-445406894","1"
"disrespecting","-27276438","1"
